"Reference,date=2024-30-4T11:58:23-04:00",USA,Pork,0.8249213,1.071336,1.184915,1.270044,1.344416,1.412392,1.476429,1.534176,1.595435,1.660989,1.718875,1.772864,1.821097,1.864815,1.89697,1.920942,1.941259,1.959563,1.975311,1.987081,1.993067,km^3
"Reference,date=2024-30-4T11:58:23-04:00",USA,Poultry,0.14505802,0.2344224,0.2467835,0.2682617,0.2856712,0.3017107,0.3174807,0.3318584,0.3470023,0.3631036,0.3776605,0.3921325,0.4052798,0.4174583,0.4268598,0.4340888,0.4403637,0.4460235,0.4508361,0.4544219,0.4564602,km^3
"Reference,date=2024-30-4T11:58:23-04:00",USA,Rice,9.806523179,12.69592845,12.73831858,12.19711821,12.09636632,12.41913746,12.78744938,13.20877117,13.51483835,13.65548825,13.74054187,14.0693777,14.37114021,14.54602229,14.65480437,14.65075814,14.52393942,14.36970627,14.23340277,14.10499816,13.98368738,km^3
"Reference,date=2024-30-4T11:58:23-04:00",USA,RootTuber,2.466550175,2.79832298,2.745724853,2.878055328,2.984016198,3.088420006,3.183003581,3.277590924,3.369169866,3.461908748,3.544246592,3.632282006,3.713124917,3.786082752,3.844804865,3.889890567,3.922170426,3.943037181,3.954571909,3.957955112,3.951022248,km^3
"Reference,date=2024-30-4T11:58:23-04:00",USA,SheepGoat,0.034291413,0.020483002,0.018671885,0.01706854,0.018355333,0.019742702,0.021154183,0.022307745,0.023266348,0.023882024,0.024422689,0.025099595,0.025820313,0.026499478,0.027247412,0.027998882,0.028709377,0.029361581,0.02997565,0.030569202,0.031156017,km^3
"Reference,date=2024-30-4T11:58:23-04:00",USA,Soybean,7.547294509,11.44464012,12.45248544,15.70354291,16.1064776,16.15540038,16.03965114,15.95653831,16.36335588,17.29376962,17.86452469,18.34753049,18.54642412,18.6512952,18.48486856,18.24756469,18.13255413,18.13902671,18.1770535,18.17372567,18.09121379,km^3
"Reference,date=2024-30-4T11:58:23-04:00",USA,SugarCrop,2.471543564,2.904175019,2.621071576,2.901706329,2.967212314,3.082638886,3.211836804,3.33412159,3.472005113,3.612168486,3.73083606,3.887989268,4.023125856,4.140512713,4.22593939,4.2859146,4.324672087,4.353254196,4.377878123,4.398359383,4.402568433,km^3
"Reference,date=2024-30-4T11:58:23-04:00",USA,Vegetables,4.275304332,5.380336149,5.227950815,5.046505958,5.322443067,5.569419781,5.819202793,6.055400952,6.28310219,6.50847016,6.712684537,6.924886241,7.131561489,7.327616526,7.497776465,7.641810061,7.763424436,7.863564504,7.9456777,8.010862587,8.055047803,km^3
"Reference,date=2024-30-4T11:58:23-04:00",USA,Wheat,8.438587815,8.00862008,8.564366718,7.854634385,7.788506544,7.783445603,7.859946442,8.048689027,8.20919033,8.304653853,8.339342194,8.549974842,8.740932824,8.887988737,8.989828636,9.053495051,9.065216325,9.050434403,9.021300735,8.96347488,8.875671177,km^3
"Reference,date=2024-30-4T11:58:23-04:00",USA,biomass,0,0,0,0,0,1.154637979,2.615974506,4.188281624,6.439580144,9.971364606,13.64155595,15.87832698,17.05784832,17.76411185,17.7781371,17.30901851,16.3295704,15.40648441,14.67337746,14.16669904,13.6809129,km^3
"Reference,date=2024-30-4T11:58:23-04:00",USA,electricity,158.1934708,204.8466207,200.4550742,167.9057601,151.7540236,144.6490951,135.8643034,123.8309208,108.2972427,91.05867644,73.8922856,58.76408568,46.10639621,38.77202331,33.8332094,24.20650265,25.35529263,25.54825168,25.10561023,24.3933412,23.50054447,km^3
"Reference,date=2024-30-4T11:58:23-04:00",USA,municipal water,61.2389,66.3437,63.0286,59.2766,60.8646,62.356,64.2772,65.7402,66.8517,67.6134,68.061,68.4409,68.8211,69.0609,69.0604,68.7432,68.1784,67.4506,66.6448,65.7706,64.8058,km^3
"Reference,date=2024-30-4T11:58:23-04:00",USA,nuclearFuelGenII,0.125869,0.166879,0.172683,0.170834,0.157875,0.15047,0.139669,0.124889,0.106337,0.0854164,0.0644962,0.0459437,0.0311638,0.0203633,0.0129586,0,0,0,0,0,0,km^3
"Reference,date=2024-30-4T11:58:23-04:00",USA,nuclearFuelGenIII,0,0,0,0,6.43184E-07,0.0104581,0.0296077,0.0526402,0.0756528,0.102637,0.12811,0.148176,0.167695,0.190926,0.20744,0.225331,0.239031,0.242855,0.240056,0.234276,0.226102,km^3
"Reference,date=2024-30-4T11:58:23-04:00",USA,other industry,15.9306,15.1839,14.6531,14.6626,15.77012,16.79727,18.08858,19.28069,20.35906,21.308376,22.1464534,23.0283793,24.0078227,25.0157681,25.9214205,26.7286131,27.453033,28.1377883,28.7890937,29.3456288,29.7621936,km^3
"Reference,date=2024-30-4T11:58:23-04:00",USA,paper,8.6358,10.0437,9.09274,8.68764,8.98099,9.237626,9.503738,9.751921,9.969692,10.1558403,10.3287883,10.51766045,10.7255623,10.9242479,11.1038894,11.2567764,11.377108,11.4719977,11.5455966,11.5939384,11.6136561,km^3
"Reference,date=2024-30-4T11:58:23-04:00",USA,regional coal,0.245564,0.287839,0.263083,0.1954416,0.18292679,0.1909751,0.2036245,0.2156055,0.2248709,0.2430989,0.261885,0.2739359,0.2839063,0.2998967,0.3109248,0.3188527,0.3372925,0.3422239,0.3374196,0.3291321,0.31917,km^3
"Reference,date=2024-30-4T11:58:23-04:00",USA,regional oil,4.94536,5.93471,5.21431,5.18956,5.2793,5.16044,4.78822,4.41344,4.13738,3.79507,3.50804,3.35288,3.28378,3.27542,3.33844,3.40597,3.47317,3.53238,3.59144,3.66164,3.74316,km^3
